"50025074";"Municipal";"EM PROFª. MARIA BATAGLIN MACHADO ";"Urbana";"5000609"
"50028430";"Municipal";"EM FLÁVIO AUGUSTO COELHO DERZI ";"Urbana";"5000609"
"50029029";"Municipal";"EM MARLENE VILARINHO DE ALBUQUERQUE ";"Urbana";"5000609"
"50015095";"Particular";"CENTRO EDUCACIONAL LUIZ QUARELLI ";"Urbana";"5000609"
"50029169";"Particular";"ESCOLA DE EF EM DA FIAMA ";"Urbana";"5000609"
"50001167";"Municipal";"ESCOLA-PÓLO MUNICIPAL RURAL LADISLAU GOMES DE BRITO ";"Rural";"5000708"
"50001175";"Municipal";"ESCOLA MUNICIPAL RURAL MANOEL VALÉRIO DA SILVA ";"Rural";"5000708"
"50001256";"Municipal";"ESCOLA MUNICIPAL RURAL COLONIA PAULISTA ";"Rural";"5000708"
"50001310";"Municipal";"ESCOLA-PÓLO MUNICIPAL RURAL KM 21 ";"Rural";"5000708"
"50001361";"Municipal";"ESCOLA- PÓLO MUNICIPAL. RURAL NOVO PROGRESSO ";"Rural";"5000708"
"50001469";"Municipal";"ESCOLA -PÓLO MUNICIPAL RURAL SÃO MANOEL ";"Rural";"5000708"
"50001078";"Estadual";"EE TEODORO RONDON ";"Urbana";"5000708"
"50001086";"Estadual";"EE CARLOS DRUMMOND DE ANDRADE ";"Urbana";"5000708"
"50001094";"Estadual";"EE DEP. CARLOS SOUZA MEDEIROS ";"Urbana";"5000708"
"50001108";"Estadual";"EE ROBERTO SCAFF ";"Urbana";"5000708"
"50001116";"Estadual";"EE MARIA CORRÊA DIAS ";"Urbana";"5000708"
"50001124";"Estadual";"EE ROMALINO ALVES DE ALBRES ";"Urbana";"5000708"
"50029819";"Estadual";"EE INDÍGENA GUILHERMINA DA SILVA ";"Urbana";"5000708"
"50001140";"Municipal";"ESCOLA-PÓLO MUNICIPAL AFONSO MARTINS PAIM ";"Urbana";"5000708"
"50001159";"Municipal";"EPM JARDIM INDEPENDÊNCIA ";"Urbana";"5000708"
"50024060";"Municipal";"ESCOLA-PÓLO MUNICIPAL ARACY MOREIRA DOS SANTOS ";"Urbana";"5000708"
"50001515";"Particular";"INSTITUTO EDUCACIONAL DE ANASTÁCIO ";"Urbana";"5000708"
"50012800";"Municipal";"EMR LUCIANO DA COSTA LIMA - PÓLO ";"Rural";"5000807"
"50012550";"Estadual";"EE PROF. EZEQUIEL BALBINO ";"Urbana";"5000807"
"50012975";"Estadual";"EE MARIA JOSÉ ";"Urbana";"5000807"
"50025732";"Estadual";"EE GUAICURU ";"Urbana";"5000807"
"50026267";"Municipal";"EMEF PROF. PAULO NEY ";"Urbana";"5000807"
"50024639";"Particular";"ESCOLA DE EDUC. ESP. CAMINHO DA ESPERANÇA ";"Urbana";"5000807"
"50019520";"Estadual";"EE LUIS VAZ DE CAMÕES ";"Rural";"5000856"
"50019473";"Estadual";"EE SEN. FILINTO MÜLLER ";"Urbana";"5000856"
"50019503";"Estadual";"EE DR. JOSÉ MANOEL FONTANILLAS FRAGELLI ";"Urbana";"5000856"
"50019511";"Municipal";"EMEIEF NAPOLEÃO BATISTA ALBUQUERQUE ";"Urbana";"5000856"
"50015346";"Municipal";"EM DEPUTADO RACHID SALDANHA DERZI ";"Rural";"5000906"
"50024655";"Municipal";"ESCOLA MUNICIPAL MBO EROY TUPA Í ARANDU REÑOI ";"Rural";"5000906"
"50015281";"Estadual";"EE ARAL MOREIRA ";"Urbana";"5000906"
"50015290";"Estadual";"EE PANTALEÃO COELHO XAVIER ";"Urbana";"5000906"
"50015311";"Municipal";"EM MAIKA SANABRIA PINHEIRO ";"Urbana";"5000906"
"50023527";"Municipal";"EM PROFESSORA EUNIZETE FERREIRA LEITE DE OLIVEIRA ";"Urbana";"5000906"
"50027530";"Municipal";"EM AGRÍCOLA BENEDITO DA SILVA QUEIROZ ";"Rural";"5001003"
"50011022";"Estadual";"EE ERNESTO RODRIGUES ";"Urbana";"5001003"
"50011030";"Estadual";"EE FREI VITAL DE GARIBALDI ";"Urbana";"5001003"
"50011049";"Estadual";"EE GEORGINA DE OLIVEIRA ROCHA ";"Urbana";"5001003"
"50011081";"Municipal";"ESCOLA MUNICIPAL CORONEL . JOÃO ALVES LARA ";"Urbana";"5001003"
"50011090";"Municipal";"EM JOÃO LUIZ PEREIRA ";"Urbana";"5001003"
"50011120";"Municipal";"EM PROFª. ROSÁLIA QUEIROZ DE OLIVEIRA ";"Urbana";"5001003"
"50011146";"Municipal";"EM SÃO JERÔNIMO ";"Urbana";"5001003"
"50026992";"Municipal";"EM PROFESSOR JESUS JOSÉ DE SOUZA ";"Urbana";"5001003"
"50011006";"Particular";"CENTRO EDUC. DE APARECIDA DO TABOADO - APAE ";"Urbana";"5001003"
"50011057";"Particular";"EMEIEFEM ANA MARIA DO NASCIMENTO ";"Urbana";"5001003"
"50001647";"Estadual";"EE SÃO JOSÉ DO MORRINHO ";"Rural";"5001102"
"50001752";"Estadual";"EE GERALDO AFONSO GARCIA FERREIRA ";"Rural";"5001102"
"50030396";"Estadual";"EE INDÍGENA DE EM PASCOAL LEITE DIAS ";"Rural";"5001102"
"50030400";"Estadual";"EE INDÍGENA DE EM PROF. DOMINGOS V. MARCOS - MIHIN ";"Rural";"5001102"
"50031112";"Estadual";"EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O ";"Rural";"5001102"
"50001922";"Municipal";"EM INDÍGENA POLO LUTUMA DIAS ";"Rural";"5001102"
"50002015";"Municipal";"EM FRANKLIN CASSIANO ";"Rural";"5001102"
"50002023";"Municipal";"EM ADA MOREIRA BARROS ";"Rural";"5001102"
"50002031";"Municipal";"EM ANTONIO SANTOS RIBEIRO ";"Rural";"5001102"
"50002058";"Municipal";"EM VISCONDE DE TAUNAY ";"Rural";"5001102"
"50002066";"Municipal";"EM INDÍGENA POLO GENERAL. RONDON ";"Rural";"5001102"
"50002112";"Municipal";"EM INDÍGENA FELICIANO PIO ";"Rural";"5001102"
"50022067";"Municipal";"EMI PÓLO MARCOLINO LILI ";"Rural";"5001102"
"50022075";"Municipal";"EM INDÍGENA FRANCISCO FARIAS ";"Rural";"5001102"
"50026844";"Municipal";"EM POLO PANTANEIRA ";"Rural";"5001102"
"50001574";"Estadual";"EE ANTONIO CORRÊA ";"Urbana";"5001102"
"50001582";"Estadual";"EE CEL. ANTONIO TRINDADE ";"Urbana";"5001102"
"50001590";"Estadual";"EE FELIPE ORRO ";"Urbana";"5001102"
"50001655";"Estadual";"EE CÂNDIDO MARIANO ";"Urbana";"5001102"
"50001663";"Estadual";"EE CEL. JOSÉ ALVES RIBEIRO ";"Urbana";"5001102"
"50001671";"Estadual";"EE PROFª. MARLY RUSSO RODRIGUES ";"Urbana";"5001102"
"50001698";"Estadual";"EE PROFª. DÓRIS MENDES TRINDADE ";"Urbana";"5001102"
"50001825";"Estadual";"EE PROF. ANTÔNIO SALÚSTIO AREIAS ";"Urbana";"5001102"
"50001833";"Estadual";"EE PROF. LUIZ MONGELLI ";"Urbana";"5001102"
"50021990";"Estadual";"EE MAL. DEODORO DA FONSECA ";"Urbana";"5001102"
"50001701";"Municipal";"EM ERSO GOMES ";"Urbana";"5001102"
"50024124";"Municipal";"CAIC ANTONIO PACE ";"Urbana";"5001102"
"50031066";"Municipal";"CENTRO MUNICIPAL EM ALFABETIZAÇÃO ROTARY CLUB ";"Urbana";"5001102"
"50031074";"Municipal";"EM MARISA NOGUEIRA ROSA SCAFF ";"Urbana";"5001102"
"50001558";"Particular";"COLÉGIO DOM AQUINO ";"Urbana";"5001102"
"50001744";"Particular";"ESCOLA PARTICULAR IRENE CICALISE ";"Urbana";"5001102"
"50001850";"Particular";"INSTITUTO EDUCACIONAL FALCÃO ";"Urbana";"5001102"
"50002040";"Particular";"ESCOLA EVANGÉLICA LOURENÇO BUCKMAN ";"Urbana";"5001102"
"50029762";"Particular";"CEIF - CENTRO CRISTAO DE ENSINO EI EF ";"Urbana";"5001102"
"50015362";"Estadual";"EE EUFRÁZIA FAGUNDES MARQUES ";"Rural";"5001243"
"50015400";"Municipal";"EM VENITA RIBEIRO MARQUES ";"Rural";"5001243"
"50029770";"Municipal";"ESCOLA PÓLO MUNICIPAL ADROALDO DA CRUZ ";"Rural";"5001243"
"50029789";"Municipal";"EM GUARANI ";"Rural";"5001243"
"50029797";"Municipal";"EM MARIA DE LOURDES FRAGELLI ";"Rural";"5001243"
"50029800";"Municipal";"EM GIL NORBERTO SANTA ROSA LOPES ";"Rural";"5001243"
"50015354";"Estadual";"EE DR. FERNANDO CORRÊA DA COSTA ";"Urbana";"5001243"
"50015370";"Estadual";"EE JOÃO VITORINO MARQUES ";"Urbana";"5001243"
"50015397";"Municipal";"EM JOAQUIM MOREIRA LOPES ";"Urbana";"5001243"
"50005014";"Municipal";"EMEF JOSÉ BONIFÁCIO ";"Rural";"5001508"
"50025007";"Municipal";"EMEF JOSÉ DE ANCHIETA ";"Rural";"5001508"
"50004700";"Estadual";"EE ERNESTO SOLON BORGES ";"Urbana";"5001508"
"50004719";"Estadual";"EE JOÃO RIBEIRO GUIMARÃES ";"Urbana";"5001508"
"50004727";"Municipal";"EM DE EIEF PATOTINHA - PÓLO ";"Urbana";"5001508"
"50004743";"Municipal";"EM LEONTINA LUCIANA DA SILVA ";"Urbana";"5001508"
"50013149";"Estadual";"EE PROF. LADISLAU DEÁK FILHO ";"Rural";"5001904"
"50013076";"Municipal";"EMR RAPOSO TAVARES - PÓLO E EXTENSÕES ";"Rural";"5001904"
"50024876";"Municipal";"EM PROF. PEDRO DOMINGUES DE FIGUEIREDO ";"Rural";"5001904"
"50029983";"Municipal";"EMC PROFª. MARIA DA CONCEIÇÃO PÓLO E EXTENSÕES ";"Rural";"5001904"
"50013025";"Estadual";"EE MANOEL DA COSTA LIMA ";"Urbana";"5001904"
"50013033";"Estadual";"EE PERI MARTINS ";"Urbana";"5001904"
"50013050";"Estadual";"EE PROF. BRAZ SINIGÁGLIA ";"Urbana";"5001904"
"50024019";"Estadual";"EE PROF. LUIZ ALBERTO ABRAHAM ";"Urbana";"5001904"
"50013068";"Municipal";"EM MAL. RONDON - PÓLO E EXTENSÕES ";"Urbana";"5001904"
"50013017";"Particular";"COLÉGIO DE EIEF E MÉDIO DE BATAGUASSU ";"Urbana";"5001904"
"50026585";"Municipal";"EM PROFª. BERNADETE TEIXEIRA ";"Rural";"5002001"
"50013181";"Estadual";"EE BRAZ SINIGAGLIA ";"Urbana";"5002001"
"50013190";"Estadual";"EE JAN ANTONIN BATA ";"Urbana";"5002001"
"50013173";"Municipal";"EM ANÍZIO TEIXEIRA DA SILVA ";"Urbana";"5002001"
"50013947";"Municipal";"EM BARRA DO ITÁ - PÓLO ";"Rural";"5002100"
"50013971";"Municipal";"EM PREF. CLÓVIS M. DE OLIVEIRA - PÓLO ";"Rural";"5002100"
"50014072";"Municipal";"EM SÃO CLEMENTE - PÓLO ";"Rural";"5002100"
"50024213";"Municipal";"EM INDÍGENA PIRACUÁ ";"Rural";"5002100"
"50024612";"Municipal";"EM TUPI DE ALMEIDA MELLO ";"Rural";"5002100"
"50025589";"Municipal";"EM ENIR MONTEIRO NUNES RONDÃO ";"Rural";"5002100"
"50030990";"Municipal";"EM SANTA MARINA ";"Rural";"5002100"
"50013890";"Estadual";"EE CASTELO BRANCO ";"Urbana";"5002100"
"50013904";"Estadual";"EE DR. JOAQUIM MURTINHO ";"Urbana";"5002100"
"50013912";"Estadual";"EE ESTER SILVA ";"Urbana";"5002100"
"50014048";"Estadual";"EE PROFª. VERA GUIMARÃES LOUREIRO ";"Urbana";"5002100"
"50013955";"Municipal";"EM JARBAS PASSARINHO ";"Urbana";"5002100"
"50013963";"Municipal";"EM NOSSA SENHORA PERPÉTUO SOCORRO ";"Urbana";"5002100"
"50013980";"Municipal";"EM PROFª. CLOTILDE GONÇALVES DE C. PINTO ";"Urbana";"5002100"
"50013998";"Municipal";"EM PROFª. ENOLY LOUREIRO ASSIS ";"Urbana";"5002100"
"50014064";"Municipal";"EM PEDRO AJALA ";"Urbana";"5002100"
"50013831";"Particular";"CENTRO EDUC. DA FRONTEIRA - CEFRON ";"Urbana";"5002100"
"50014056";"Particular";"INSTITUTO DE EDUCAÇÃO DE BELA VISTA PEPG ";"Urbana";"5002100"
"50029525";"Particular";"COLÉGIO CEFRON ";"Urbana";"5002100"
"50030299";"Particular";"COLÉGIO LOUREIRO ";"Urbana";"5002100"
"50014137";"Municipal";"EM ATAIDE SAMPAIO ";"Rural";"5002159"
"50014161";"Municipal";"EM JOSÉ GONÇALVES DA SILVA ";"Rural";"5002159"
"50014170";"Municipal";"EM MAL. RONDON ";"Rural";"5002159"
"50030957";"Municipal";"EM PROF. JOSÉ MUNIZ DE ORNELAS ";"Rural";"5002159"
"50014102";"Estadual";"EE JOAQUIM MÁRIO BONFIM ";"Urbana";"5002159"
"50014110";"Estadual";"EE JOÃO PEDRO PEDROSSIAN ";"Urbana";"5002159"
"50014129";"Municipal";"EM DR. ARNALDO ESTEVÃO DE FIGUEIREDO ";"Urbana";"5002159"
"50026879";"Municipal";"EM JOÃO BATISTA PACHECO ";"Urbana";"5002159"
"50014269";"Municipal";"EMR OZÓRIO JACQUES ";"Rural";"5002209"
"50027573";"Municipal";"EMR ÁGUAS DO MIRANDA - PÓLO ";"Rural";"5002209"
"50014196";"Estadual";"EE LUIZ DA COSTA FALCÃO ";"Urbana";"5002209"
"50014200";"Estadual";"EE BONIFÁCIO CAMARGO GOMES ";"Urbana";"5002209"
"50014218";"Municipal";"EM PROFª. DURVALINA DORNELLES TEIXEIRA ";"Urbana";"5002209"
"50014226";"Municipal";"EM JOÃO ALVES DA NÓBREGA ";"Urbana";"5002209"
"50014234";"Municipal";"EM JOÃO ALVES DE ARRUDA POLO ";"Urbana";"5002209"
"50014242";"Municipal";"EM MANOEL INÁCIO DE FARIAS ";"Urbana";"5002209"
"50014250";"Municipal";"EM VITALINA VARGAS MACHADO ";"Urbana";"5002209"
"50027018";"Municipal";"EM PROFª. IZAURA PINTO GUIMARAES ";"Urbana";"5002209"
"50014285";"Particular";"EPEPG SAGRADA FAMÍLIA ";"Urbana";"5002209"
"50028839";"Particular";"COLÉGIO HONORATO JACQUES ";"Urbana";"5002209"
"50030302";"Particular";"RENOVO INSTITUTO EDUCACIONAL ";"Urbana";"5002209"
"50011910";"Estadual";"EE DEBRASA ";"Rural";"5002308"
"50021850";"Municipal";"EM OFAIE E INIECHEKI ";"Rural";"5002308"
"50011847";"Estadual";"EE ADILSON ALVES DA SILVA ";"Urbana";"5002308"
"50011863";"Municipal";"EM ARTHUR HOFFIG - PÓLO ";"Urbana";"5002308"
"50011871";"Municipal";"EM PAULO SIMÕES BRAGA ";"Urbana";"5002308"
"50011880";"Municipal";"EM ANTONIO HENRIQUE FILHO - PÓLO ";"Urbana";"5002308"
"50015583";"Estadual";"EE FREI JOÃO DAMASCENO ";"Rural";"5002407"
"50030884";"Estadual";"EE INDÍGENA DE EM YVY POTY ";"Rural";"5002407"
"50028375";"Municipal";"EM. INDÍGENA NANDEJARA-PÓLO ";"Rural";"5002407"
"50015451";"Estadual";"EE TEN. AVIADOR ANTÔNIO JOÃO ";"Urbana";"5002407"
"50015460";"Estadual";"EE PROFª. CLEUZA APARECIDA V. GALHARDO ";"Urbana";"5002407"
"50015478";"Estadual";"EE PROF. JOAQUIM ALFREDO SOARES VIANNA ";"Urbana";"5002407"
"50015486";"Estadual";"EE ARCÊNIO ROJAS ";"Urbana";"5002407"
"50015567";"Estadual";"EE PADRE JOSÉ DE ANCHIETA ";"Urbana";"5002407"
"50015435";"Municipal";"EM CÂNDIDO LEMES DOS SANTOS ";"Urbana";"5002407"
"50015443";"Municipal";"EM RUI BARBOSA ";"Urbana";"5002407"
"50023721";"Municipal";"EM PROF. MOACIR FRANCO DE CARVALHO ";"Urbana";"5002407"
"50023985";"Particular";"ESCOLA SAO VICENTE ";"Urbana";"5002407"
"50022040";"Estadual";"EE JOAQUIM MALAQUIAS DA SILVA ";"Rural";"5002605"
"50003135";"Municipal";"ESCOLA MUNICIPAL ALTAMIRA - PÓLO ";"Rural";"5002605"
"50003089";"Estadual";"EE ABADIA FAUSTINO INÁCIO ";"Urbana";"5002605"
"50003097";"Estadual";"EE CAMILO BONFIM ";"Urbana";"5002605"
"50003100";"Estadual";"EE MIGUEL SUTIL ";"Urbana";"5002605"
"50003119";"Municipal";"EM CLÁUDIO JOSÉ DE LIMA ";"Urbana";"5002605"
"50003127";"Municipal";"ESCOLA MUNICIPAL LUCAS ALVES DO VALLE ";"Urbana";"5002605"
"50003208";"Municipal";"EM DR. SUDALYDIO RODRIGUES MACHADO ";"Urbana";"5002605"
"50003232";"Municipal";"EM ERNESTO SOLON BORGES ";"Urbana";"5002605"
"50003240";"Municipal";"EM EURICO GASPAR DUTRA ";"Urbana";"5002605"
"50003380";"Particular";"ESCOLA PEQUENO PRÍNCIPE ";"Urbana";"5002605"
"50003399";"Particular";"COLÉGIO MONTEIRO LOBATO ";"Urbana";"5002605"
"50029827";"Estadual";"EE PÓLO FRANCISCO CÂNDIDO DE REZENDE ";"Rural";"5002704"
"50006959";"Municipal";"ESCOLA MUNICIPAL DARTHESY NOVAES CAMINHA ";"Rural";"5002704"
"50007050";"Municipal";"EM JOSÉ DO PATROCÍNIO ";"Rural";"5002704"
"50007076";"Municipal";"EM LEOVEGILDO DE MELO ";"Rural";"5002704"
"50007149";"Municipal";"EM ORLANDINA OLIVEIRA LIMA ";"Rural";"5002704"
"50009249";"Municipal";"EM ISAURO BENTO NOGUEIRA ";"Rural";"5002704"
"50009257";"Municipal";"EM BARÃO DO RIO BRANCO ";"Rural";"5002704"
"50022849";"Municipal";"EM 8 DE DEZEMBRO ";"Rural";"5002704"
"50024507";"Municipal";"EM AGRÍCOLA GOV. ARNALDO ESTEVÃO DE FIGUEIREDO ";"Rural";"5002704"
"50005723";"Estadual";"EE ADVOGADO DEMOSTHENES MARTINS ";"Urbana";"5002704"
"50005731";"Estadual";"EE ARACY EUDOCIAK ";"Urbana";"5002704"
"50005740";"Estadual";"EE ELVIRA MATHIAS DE OLIVEIRA ";"Urbana";"5002704"
"50005758";"Estadual";"EE JOÃO CARLOS FLORES ";"Urbana";"5002704"
"50005766";"Estadual";"EE JOSÉ FERREIRA BARBOSA ";"Urbana";"5002704"
"50005774";"Estadual";"EE LUISA VIDAL BORGES DANIEL ";"Urbana";"5002704"
"50005782";"Estadual";"EE MARÇAL DE SOUZA TUPÃ-Y ";"Urbana";"5002704"
"50005804";"Estadual";"EE PADRE FRANCO DELPIANO ";"Urbana";"5002704"
"50005812";"Estadual";"EE PROFª. ADA TEIXEIRA DOS SANTOS PEREIRA ";"Urbana";"5002704"
"50005820";"Estadual";"EE PROF. CARLOS HENRIQUE SCHRADER ";"Urbana";"5002704"
"50005839";"Estadual";"EE PROFª. FLAVINA MARIA DA SILVA ";"Urbana";"5002704"
"50005847";"Estadual";"EE PROFª. HILDA DE SOUZA FERREIRA ";"Urbana";"5002704"
"50005855";"Estadual";"EE PROFª. JOELINA DE ALMEIDA XAVIER ";"Urbana";"5002704"
"50005863";"Estadual";"EE PROFª. THEREZA NORONHA DE CARVALHO ";"Urbana";"5002704"
"50005871";"Estadual";"EE PROFª. ÉLIA FRANÇA CARDOSO ";"Urbana";"5002704"
"50005880";"Estadual";"EE PROF. HENRIQUE CIRYLLO CORRÊA ";"Urbana";"5002704"
"50005898";"Estadual";"EE ZAMENHOF ";"Urbana";"5002704"
"50005901";"Estadual";"EE AMÉLIO DE CARVALHO BAÍS ";"Urbana";"5002704"
"50005910";"Estadual";"EE ARLINDO DE ANDRADE GOMES ";"Urbana";"5002704"
"50005928";"Estadual";"EE BLANCHE DOS SANTOS PEREIRA ";"Urbana";"5002704"
"50005936";"Estadual";"EE DOLOR FERREIRA DE ANDRADE ";"Urbana";"5002704"
"50005944";"Estadual";"EE DONA CONSUELO MULLER ";"Urbana";"5002704"
"50005952";"Estadual";"EE DR. ARTHUR DE VASCONCELLOS DIAS ";"Urbana";"5002704"
"50005960";"Estadual";"EE IRMÃ BARTIRA GARDÊS ";"Urbana";"5002704"
"50005979";"Estadual";"EE JOSÉ BARBOSA RODRIGUES ";"Urbana";"5002704"
"50005987";"Estadual";"EE JOSÉ MAMEDE DE AQUINO ";"Urbana";"5002704"
"50005995";"Estadual";"EE JOSÉ MARIA HUGO RODRIGUES ";"Urbana";"5002704"
"50006002";"Estadual";"EE LINO VILLACHA ";"Urbana";"5002704"
"50006010";"Estadual";"EE LÚCIA MARTINS COELHO ";"Urbana";"5002704"
"50006029";"Estadual";"EE MAESTRO FREDERICO LIEBERMANN ";"Urbana";"5002704"
"50006037";"Estadual";"EE MAESTRO HEITOR VILLA LOBOS ";"Urbana";"5002704"
"50006045";"Estadual";"EE MARIA ELIZA BOCAYUVA CORRÊA DA COSTA ";"Urbana";"5002704"
"50006053";"Estadual";"EE DE EDUC. BÁSICA E EDUC. PROFISSIONAL PE. JOÃO GREINER ";"Urbana";"5002704"
"50006061";"Estadual";"EE PADRE MÁRIO BLANDINO ";"Urbana";"5002704"
"50006070";"Estadual";"EE PROFª. IZAURA HIGA ";"Urbana";"5002704"
"50006088";"Estadual";"EE PROFª. ALICE NUNES ZAMPIERE ";"Urbana";"5002704"
"50006096";"Estadual";"EE PROFª. CÉLIA MARIA NAGLIS ";"Urbana";"5002704"
"50006100";"Estadual";"EE PROF. EMYGDIO CAMPOS WIDAL ";"Urbana";"5002704"
"50006118";"Estadual";"EE PROFª. MARIA DE LOURDES TOLEDO AREIAS ";"Urbana";"5002704"
"50006126";"Estadual";"EE PROFª. MARIA DE LOURDES WIDAL ROMA ";"Urbana";"5002704"
"50006150";"Estadual";"EE PROF. OTAVIANO GONÇALVES DA SILVEIRA JÚNIOR ";"Urbana";"5002704"
"50006169";"Estadual";"EE PROF. SEVERINO DE QUEIROZ ";"Urbana";"5002704"
"50006177";"Estadual";"EE PROF. SILVIO OLIVEIRA DOS SANTOS ";"Urbana";"5002704"
"50006185";"Estadual";"EE PROF. ULISSES SERRA ";"Urbana";"5002704"
"50006207";"Estadual";"EE PROFª. BRASILINA FERRAZ MANTERO ";"Urbana";"5002704"
"50006215";"Estadual";"EE RUI BARBOSA ";"Urbana";"5002704"
"50006223";"Estadual";"EE SEBASTIÃO SANTANA DE OLIVEIRA ";"Urbana";"5002704"
"50006231";"Estadual";"EE TEOTÔNIO VILELA ";"Urbana";"5002704"
"50006240";"Estadual";"EE WALDEMIR BARROS DA SILVA ";"Urbana";"5002704"
"50006266";"Estadual";"EE ANTÔNIO JOÃO DE FIGUEIREDO ";"Urbana";"5002704"
"50006274";"Estadual";"EE CORAÇÃO DE MARIA ";"Urbana";"5002704"
"50006282";"Estadual";"EE GAL. MALAN ";"Urbana";"5002704"
"50006290";"Estadual";"EE ANTÔNIO DELFINO PEREIRA E C. CULT. ED. TIA EVA ";"Urbana";"5002704"
"50006304";"Estadual";"EE NICOLAU FRAGELLI ";"Urbana";"5002704"
"50006312";"Estadual";"EE ORCÍRIO THIAGO DE OLIVEIRA ";"Urbana";"5002704"
"50006320";"Estadual";"EE PROFª. FAUSTA GARCIA BUENO ";"Urbana";"5002704"
"50006339";"Estadual";"EE SÃO FRANCISCO ";"Urbana";"5002704"
"50006347";"Estadual";"EE SÃO JOSÉ ";"Urbana";"5002704"
"50006355";"Estadual";"EE 11 DE OUTUBRO ";"Urbana";"5002704"
"50006363";"Estadual";"EE 26 DE AGOSTO ";"Urbana";"5002704"
"50006371";"Estadual";"EE ADVENTOR DIVINO DE ALMEIDA ";"Urbana";"5002704"
"50006380";"Estadual";"EE AMANDO DE OLIVEIRA ";"Urbana";"5002704"
"50006398";"Estadual";"EE ARLINDO DE SAMPAIO JORGE ";"Urbana";"5002704"
"50006401";"Estadual";"EE GUIA LOPES ";"Urbana";"5002704"
"50006410";"Estadual";"EE JOAQUIM MURTINHO ";"Urbana";"5002704"
"50006436";"Estadual";"EE MANOEL BONIFÁCIO NUNES DA CUNHA ";"Urbana";"5002704"
"50006444";"Estadual";"EE MARIA CONSTANÇA BARROS MACHADO ";"Urbana";"5002704"
"50006452";"Estadual";"EE OLINDA CONCEIÇÃO TEIXEIRA BACHA ";"Urbana";"5002704"
"50006460";"Estadual";"EE PADRE JOSÉ SCAMPINI ";"Urbana";"5002704"
"50006479";"Estadual";"EE PROFª. DELMIRA RAMOS DOS SANTOS ";"Urbana";"5002704"
"50006487";"Estadual";"EE RIACHUELO ";"Urbana";"5002704"
"50006495";"Estadual";"EE VESPASIANO MARTINS ";"Urbana";"5002704"
"50006509";"Estadual";"EE HÉRCULES MAYMONE ";"Urbana";"5002704"
"50008463";"Estadual";"EE PROFª. MARIA RITA DE CÁSSIA PONTES TEIXEIRA ";"Urbana";"5002704"
"50008501";"Estadual";"EE PROFª. ZÉLIA QUEVEDO CHAVES ";"Urbana";"5002704"
"50022997";"Estadual";"EE JOSÉ ANTÔNIO PEREIRA ";"Urbana";"5002704"
"50023004";"Estadual";"EE PROFª. NEYDER SUELLY COSTA VIEIRA ";"Urbana";"5002704"
"50028880";"Estadual";"EE PROFª. CLARINDA MENDES DE AQUINO ";"Urbana";"5002704"
"50029410";"Estadual";"EE PÓLO PROFª. EVANILDA MARIA NERES CAVASSA ";"Urbana";"5002704"
"50034600";"Estadual";"CENTRO ESTADUAL DE FORMAÇÃO DE PROFESSORES INDÍGENAS DE MS ";"Urbana";"5002704"
"50005499";"Federal";"COLÉGIO MILITAR DE CAMPO GRANDE ";"Urbana";"5002704"
"50006525";"Municipal";"EM CARLOS VILHALVA CRISTALDO ";"Urbana";"5002704"
"50006533";"Municipal";"EM CEL. ANTONINO ";"Urbana";"5002704"
